age,job,marital,education,balance,housing,loan,day,month,duration,campaign,poutcome,deposit,pdays_contacted,housing_loan_interaction
43,unemployed,married,primary,519,0,0,20,6,16.22,2 fois,missing,1,0,0
44,services,married,secondary,522,0,1,20,6,15.18,1 fois,missing,1,0,0
26,blue-collar,single,secondary,-46,1,0,20,6,6.37,> 6 fois,missing,1,0,0
52,retired,married,tertiary,2269,0,0,20,6,20.17,1 fois,missing,1,0,0
54,services,married,,386,0,1,20,6,13.97,1 fois,missing,1,0,0
56,management,married,tertiary,0,0,1,20,6,7.03,1 fois,missing,1,0,0
57,management,married,tertiary,9103,0,1,20,6,18.3,2 fois,missing,1,0,0
29,blue-collar,single,secondary,908,1,0,20,6,27.72,1 fois,missing,1,0,0
47,technician,married,tertiary,1694,0,1,20,6,9.33,3-6 fois,missing,1,0,0
57,management,married,tertiary,-92,1,1,20,6,26.95,1 fois,missing,1,0,1
40,blue-collar,married,secondary,188,1,1,20,6,9.5,2 fois,missing,1,0,1
46,services,divorced,secondary,0,0,0,20,6,17.05,3-6 fois,missing,1,0,0
43,blue-collar,single,secondary,740,1,0,20,6,9.75,2 fois,missing,1,0,0
45,management,married,tertiary,655,0,0,20,6,11.55,3-6 fois,missing,1,0,0
24,management,married,secondary,867,1,0,20,6,9.1,> 6 fois,missing,1,0,0
40,blue-collar,married,secondary,1009,1,1,20,6,17.27,3-6 fois,missing,1,0,1
38,services,divorced,,6360,0,0,20,6,23.48,2 fois,missing,1,0,0
36,unemployed,married,tertiary,4145,0,0,20,6,16.47,3-6 fois,missing,1,0,0
27,blue-collar,single,secondary,-27,0,0,23,6,8.3,2 fois,missing,1,0,0
26,admin.,single,primary,-122,1,0,23,6,11.17,3-6 fois,missing,1,0,0
43,management,married,tertiary,149,1,0,23,6,11.03,2 fois,missing,1,0,0
25,blue-collar,single,primary,52,1,0,24,6,8.8,2 fois,missing,1,0,0
27,blue-collar,married,tertiary,335,1,0,26,6,8.65,3-6 fois,missing,1,0,0
30,technician,married,tertiary,526,1,1,26,6,11.28,3-6 fois,missing,1,0,1
28,admin.,single,secondary,-7,0,1,26,6,53.05,2 fois,missing,1,0,0
27,blue-collar,married,primary,-413,0,1,27,6,7.03,3-6 fois,missing,1,0,0
32,admin.,divorced,secondary,-241,0,1,27,6,14.27,2 fois,missing,1,0,0
41,blue-collar,single,secondary,75,1,0,1,7,7.98,> 6 fois,missing,1,0,0
37,technician,single,tertiary,0,0,0,1,7,18.92,2 fois,missing,1,0,0
27,technician,single,secondary,158,0,0,1,7,10.83,2 fois,missing,1,0,0
29,services,single,secondary,84,0,1,3,7,9.78,3-6 fois,missing,1,0,0
33,services,married,secondary,114,0,1,3,7,11.27,1 fois,missing,1,0,0
36,technician,married,primary,0,0,0,4,7,9.73,1 fois,missing,1,0,0
28,blue-collar,single,secondary,-127,1,0,4,7,17.4,3-6 fois,missing,1,0,0
55,blue-collar,married,secondary,49,1,0,7,7,8.23,3-6 fois,missing,1,0,0
51,technician,married,secondary,216,0,0,7,7,10.25,2 fois,missing,1,0,0
39,technician,single,secondary,506,1,0,7,7,11.97,2 fois,missing,1,0,0
42,blue-collar,divorced,primary,213,1,0,7,7,7.23,3-6 fois,missing,1,0,0
33,services,single,secondary,170,0,0,7,7,13.03,1 fois,missing,1,0,0
36,entrepreneur,divorced,tertiary,776,0,1,7,7,12.03,3-6 fois,missing,1,0,0
45,technician,married,secondary,879,0,0,7,7,10.35,2 fois,missing,1,0,0
37,self-employed,married,secondary,1633,0,0,7,7,10.48,2 fois,missing,1,0,0
46,unemployed,married,secondary,926,0,0,7,7,6.42,3-6 fois,missing,1,0,0
32,self-employed,single,tertiary,2559,0,0,7,7,14.82,1 fois,missing,1,0,0
28,technician,single,secondary,909,0,1,7,7,8.87,1 fois,missing,1,0,0
45,admin.,divorced,secondary,-176,0,1,7,7,9.57,1 fois,missing,1,0,0
41,blue-collar,single,secondary,1085,1,1,7,7,9.98,1 fois,missing,1,0,1
59,blue-collar,divorced,primary,1265,0,1,7,7,14.15,1 fois,missing,1,0,0
47,technician,single,secondary,-239,1,1,7,7,16.22,3-6 fois,missing,1,0,1
31,blue-collar,single,secondary,726,0,0,7,7,11.98,2 fois,missing,1,0,0
31,management,single,tertiary,296,0,1,8,7,8.48,3-6 fois,missing,1,0,0
33,entrepreneur,married,secondary,-627,1,1,8,7,12.33,1 fois,missing,1,0,1
52,entrepreneur,married,tertiary,-468,0,0,8,7,8.9,1 fois,missing,1,0,0
26,self-employed,single,secondary,551,0,0,8,7,8.85,1 fois,missing,1,0,0
25,technician,single,secondary,0,0,1,8,7,10.57,1 fois,missing,1,0,0
25,blue-collar,married,secondary,101,0,1,8,7,7.67,3-6 fois,missing,1,0,0
28,blue-collar,single,secondary,517,0,1,8,7,11.35,1 fois,missing,1,0,0
33,entrepreneur,divorced,tertiary,37,0,1,8,7,18.03,1 fois,missing,1,0,0
45,management,divorced,tertiary,854,0,1,8,7,12.17,1 fois,missing,1,0,0
36,services,married,secondary,30,0,1,8,7,11.93,3-6 fois,missing,1,0,0
26,blue-collar,single,secondary,81,0,1,8,7,13.38,2 fois,missing,1,0,0
38,technician,married,secondary,0,0,0,8,7,10.58,1 fois,missing,1,0,0
56,blue-collar,single,secondary,663,0,1,8,7,13.65,3-6 fois,missing,1,0,0
26,admin.,single,secondary,102,0,1,8,7,10.97,2 fois,missing,1,0,0
26,technician,married,secondary,370,0,1,8,7,17.68,3-6 fois,missing,1,0,0
25,blue-collar,single,secondary,189,0,1,8,7,11.45,2 fois,missing,1,0,0
26,unemployed,single,secondary,111,0,0,9,7,8.95,1 fois,missing,1,0,0
40,blue-collar,married,primary,665,1,0,9,7,13.02,1 fois,missing,1,0,0
37,admin.,married,primary,214,1,0,9,7,10.75,1 fois,missing,1,0,0
43,blue-collar,single,primary,0,0,0,9,7,20.7,1 fois,missing,1,0,0
41,services,divorced,tertiary,1583,1,0,9,7,11.03,1 fois,missing,1,0,0
49,blue-collar,married,secondary,0,0,1,9,7,10.42,1 fois,missing,1,0,0
29,admin.,divorced,tertiary,0,0,1,9,7,7.1,3-6 fois,missing,1,0,0
39,services,divorced,secondary,687,1,0,9,7,14.48,1 fois,missing,1,0,0
38,management,married,tertiary,327,1,1,9,7,9.27,3-6 fois,missing,1,0,1
26,technician,married,secondary,-119,0,1,9,7,5.98,3-6 fois,missing,1,0,0
32,management,married,tertiary,794,1,1,9,7,16.9,1 fois,missing,1,0,1
33,blue-collar,married,primary,-191,1,1,9,7,21.5,3-6 fois,missing,1,0,1
31,management,single,tertiary,409,0,1,9,7,9.4,3-6 fois,missing,1,0,0
49,blue-collar,married,primary,3,0,1,9,7,23.98,3-6 fois,missing,1,0,0
27,unemployed,single,primary,9,0,1,9,7,15.32,2 fois,missing,1,0,0
30,blue-collar,single,secondary,155,1,1,9,7,23.77,3-6 fois,missing,1,0,1
35,blue-collar,married,secondary,1330,0,0,10,7,15.02,1 fois,missing,1,0,0
26,blue-collar,single,secondary,-29,1,0,10,7,16.63,3-6 fois,missing,1,0,0
45,entrepreneur,married,,3133,1,1,10,7,13.4,1 fois,missing,1,0,1
34,admin.,married,secondary,-33,1,1,10,7,16.02,1 fois,missing,1,0,1
28,admin.,single,secondary,-170,0,1,10,7,12.0,2 fois,missing,1,0,0
25,blue-collar,single,secondary,1243,0,1,10,7,22.35,> 6 fois,missing,1,0,0
30,blue-collar,single,secondary,1598,1,0,10,7,10.57,1 fois,missing,1,0,0
30,services,married,secondary,5,0,1,10,7,13.82,3-6 fois,missing,1,0,0
47,services,married,secondary,367,1,0,10,7,7.93,3-6 fois,missing,1,0,0
57,admin.,divorced,secondary,658,0,0,10,7,12.07,1 fois,missing,1,0,0
38,management,married,tertiary,1722,1,0,10,7,8.33,1 fois,missing,1,0,0
54,technician,married,secondary,-315,0,1,10,7,33.82,1 fois,missing,1,0,0
25,blue-collar,single,primary,2483,0,0,10,7,24.98,3-6 fois,missing,1,0,0
30,blue-collar,married,secondary,0,1,1,10,7,23.32,1 fois,missing,1,0,1
26,management,single,tertiary,45,0,0,10,7,19.78,3-6 fois,missing,1,0,0
31,student,married,primary,46,1,0,10,7,8.12,1 fois,missing,1,0,0
29,blue-collar,single,secondary,482,0,1,10,7,18.28,3-6 fois,missing,1,0,0
49,blue-collar,married,secondary,3728,1,0,11,7,17.67,2 fois,missing,1,0,0
60,retired,divorced,secondary,1099,0,0,11,7,12.73,2 fois,missing,1,0,0
60,management,married,tertiary,2222,1,0,11,7,18.67,2 fois,missing,1,0,0
29,management,single,tertiary,983,1,0,11,7,16.05,2 fois,missing,1,0,0
55,management,divorced,secondary,204,1,0,11,7,32.88,2 fois,missing,1,0,0
44,admin.,married,secondary,1074,1,0,11,7,15.18,2 fois,missing,1,0,0
47,technician,married,secondary,3466,1,0,11,7,14.22,2 fois,missing,1,0,0
35,admin.,married,secondary,-203,1,0,11,7,27.48,2 fois,missing,1,0,0
35,entrepreneur,married,secondary,2436,0,1,14,7,23.28,3-6 fois,missing,1,0,0
38,technician,married,secondary,976,1,0,14,7,12.77,3-6 fois,missing,1,0,0
34,entrepreneur,married,tertiary,146,1,0,14,7,13.13,2 fois,missing,1,0,0
50,technician,married,secondary,156,0,1,14,7,18.83,3-6 fois,missing,1,0,0
43,admin.,married,tertiary,189,1,0,14,7,17.7,3-6 fois,missing,1,0,0
44,admin.,divorced,secondary,163,1,0,14,7,27.82,2 fois,missing,1,0,0
51,services,divorced,secondary,242,0,1,14,7,22.27,3-6 fois,missing,1,0,0
31,technician,married,secondary,1173,1,0,14,7,7.4,3-6 fois,missing,1,0,0
39,technician,married,tertiary,0,1,0,14,7,14.9,> 6 fois,missing,1,0,0
59,management,married,tertiary,296,0,1,15,7,13.42,3-6 fois,missing,1,0,0
25,services,single,secondary,333,0,1,15,7,17.6,2 fois,missing,1,0,0
58,management,married,tertiary,3864,1,0,15,7,13.58,3-6 fois,missing,1,0,0
30,entrepreneur,married,primary,2686,1,0,15,7,13.47,3-6 fois,missing,1,0,0
34,blue-collar,single,primary,-109,1,0,15,7,14.33,3-6 fois,missing,1,0,0
51,services,divorced,secondary,65,0,1,15,7,14.68,1 fois,missing,1,0,0
60,retired,married,secondary,597,0,0,15,7,16.35,1 fois,missing,1,0,0
51,entrepreneur,married,secondary,-799,0,1,15,7,16.68,3-6 fois,missing,1,0,0
37,management,divorced,tertiary,1775,0,0,15,7,8.57,3-6 fois,missing,1,0,0
30,blue-collar,single,primary,0,0,0,15,7,11.93,3-6 fois,missing,1,0,0
46,entrepreneur,divorced,secondary,-563,0,1,15,7,12.82,3-6 fois,missing,1,0,0
29,student,single,tertiary,5,0,0,15,7,14.82,3-6 fois,missing,1,0,0
27,entrepreneur,married,tertiary,139,0,0,15,7,7.47,3-6 fois,missing,1,0,0
28,management,single,tertiary,0,1,0,16,7,12.78,3-6 fois,missing,1,0,0
34,blue-collar,single,secondary,855,1,0,16,7,9.63,1 fois,missing,1,0,0
29,blue-collar,single,,694,1,1,16,7,30.1,3-6 fois,missing,1,0,1
27,management,single,tertiary,151,1,0,16,7,8.27,1 fois,missing,1,0,0
26,technician,single,secondary,354,0,0,16,7,9.77,1 fois,missing,1,0,0
36,management,married,tertiary,673,1,0,16,7,11.48,1 fois,missing,1,0,0
44,blue-collar,married,primary,1265,1,0,16,7,9.25,1 fois,missing,1,0,0
39,blue-collar,married,tertiary,597,0,0,16,7,11.43,3-6 fois,missing,1,0,0
30,technician,married,secondary,-393,1,1,16,7,7.25,1 fois,missing,1,0,1
31,unemployed,divorced,tertiary,256,1,0,16,7,14.55,2 fois,missing,1,0,0
56,blue-collar,married,primary,0,1,0,16,7,20.37,1 fois,missing,1,0,0
29,blue-collar,married,secondary,2870,1,0,16,7,16.47,1 fois,missing,1,0,0
43,blue-collar,married,secondary,184,0,1,16,7,16.98,> 6 fois,missing,1,0,0
32,blue-collar,married,secondary,1905,1,0,16,7,11.82,2 fois,missing,1,0,0
30,admin.,single,secondary,-36,0,0,16,7,9.35,> 6 fois,missing,1,0,0
40,blue-collar,married,secondary,-839,1,1,16,7,16.97,2 fois,missing,1,0,1
42,services,married,secondary,3465,1,1,16,7,17.32,2 fois,missing,1,0,1
27,student,married,secondary,119,1,0,16,7,13.02,2 fois,missing,1,0,0
35,management,married,tertiary,36,0,1,16,7,27.6,3-6 fois,missing,1,0,0
35,housemaid,married,primary,113,1,0,17,7,15.38,2 fois,missing,1,0,0
32,blue-collar,single,secondary,118,1,0,17,7,21.25,1 fois,missing,1,0,0
39,technician,married,secondary,251,1,0,17,7,5.7,2 fois,missing,1,0,0
31,blue-collar,divorced,secondary,-277,1,0,17,7,16.8,2 fois,missing,1,0,0
26,services,single,secondary,-189,0,1,17,7,8.97,2 fois,missing,1,0,0
42,management,married,tertiary,4,1,0,17,7,13.25,1 fois,missing,1,0,0
27,services,single,secondary,1820,1,0,17,7,17.12,1 fois,missing,1,0,0
33,self-employed,divorced,secondary,1904,1,0,17,7,26.4,2 fois,missing,1,0,0
51,blue-collar,married,primary,201,1,0,17,7,9.7,2 fois,missing,1,0,0
33,admin.,married,secondary,0,1,0,17,7,24.13,> 6 fois,missing,1,0,0
30,technician,single,tertiary,178,0,0,17,7,10.93,3-6 fois,missing,1,0,0
52,housemaid,married,primary,3798,1,0,17,7,20.13,1 fois,missing,1,0,0
42,blue-collar,divorced,primary,301,1,0,17,7,19.58,2 fois,missing,1,0,0
31,management,divorced,tertiary,294,1,0,17,7,8.93,3-6 fois,missing,1,0,0
27,services,married,secondary,0,1,0,17,7,16.52,3-6 fois,missing,1,0,0
44,blue-collar,single,secondary,292,0,1,17,7,19.22,3-6 fois,missing,1,0,0
40,entrepreneur,divorced,secondary,2998,1,0,18,7,10.38,3-6 fois,missing,1,0,0
46,housemaid,divorced,primary,2084,1,0,18,7,18.02,2 fois,missing,1,0,0
32,services,divorced,secondary,454,1,0,18,7,16.3,1 fois,missing,1,0,0
56,technician,divorced,secondary,179,0,0,18,7,8.93,1 fois,missing,1,0,0
33,blue-collar,married,secondary,661,1,0,18,7,16.13,1 fois,missing,1,0,0
33,blue-collar,married,secondary,89,1,0,18,7,4.63,2 fois,missing,1,0,0
32,self-employed,married,primary,102,1,0,18,7,9.33,1 fois,missing,1,0,0
41,blue-collar,divorced,primary,138,1,0,18,7,10.67,3-6 fois,missing,1,0,0
31,admin.,single,secondary,622,0,0,18,7,7.0,1 fois,missing,1,0,0
30,admin.,divorced,secondary,10,1,0,18,7,10.97,2 fois,missing,1,0,0
34,admin.,divorced,secondary,-251,0,0,18,7,10.68,1 fois,missing,1,0,0
43,entrepreneur,married,secondary,104,1,0,18,7,10.58,3-6 fois,missing,1,0,0
28,blue-collar,married,secondary,173,0,0,18,7,9.8,> 6 fois,missing,1,0,0
32,admin.,divorced,secondary,-46,0,1,18,7,22.88,3-6 fois,missing,1,0,0
31,blue-collar,divorced,secondary,0,1,1,18,7,15.22,3-6 fois,missing,1,0,1
35,entrepreneur,single,tertiary,145,1,0,18,7,13.32,2 fois,missing,1,0,0
31,management,married,tertiary,325,1,0,18,7,18.98,2 fois,missing,1,0,0
25,services,single,secondary,2311,0,1,21,7,18.42,2 fois,missing,1,0,0
56,retired,divorced,tertiary,158,0,1,21,7,14.23,1 fois,missing,1,0,0
47,technician,married,secondary,1981,1,0,21,7,15.32,2 fois,missing,1,0,0
39,management,married,tertiary,1423,1,0,21,7,12.22,3-6 fois,missing,1,0,0
51,management,married,tertiary,2455,1,0,21,7,9.22,1 fois,missing,1,0,0
54,technician,divorced,secondary,859,0,1,21,7,11.83,1 fois,missing,1,0,0
58,retired,married,,9004,0,0,21,7,14.85,3-6 fois,missing,1,0,0
42,unemployed,married,,970,1,0,21,7,11.52,> 6 fois,missing,1,0,0
56,services,married,primary,486,0,1,21,7,31.28,1 fois,missing,1,0,0
55,housemaid,married,secondary,127,1,0,21,7,18.83,> 6 fois,missing,1,0,0
26,blue-collar,single,primary,409,1,0,21,7,9.62,2 fois,missing,1,0,0
40,admin.,single,secondary,664,0,0,21,7,22.37,2 fois,missing,1,0,0
26,technician,single,secondary,223,0,1,21,7,16.7,3-6 fois,missing,1,0,0
35,management,single,tertiary,-324,0,1,21,7,16.42,> 6 fois,missing,1,0,0
34,services,single,secondary,-30,0,0,21,7,22.67,3-6 fois,missing,1,0,0
41,management,single,tertiary,1253,0,0,21,7,18.9,3-6 fois,missing,1,0,0
44,management,married,primary,4758,1,0,22,7,11.87,3-6 fois,missing,1,0,0
33,management,single,tertiary,30,1,0,22,7,17.95,1 fois,missing,1,0,0
36,management,divorced,tertiary,81,0,1,22,7,9.33,1 fois,missing,1,0,0
38,technician,married,secondary,0,1,0,22,7,25.75,1 fois,missing,1,0,0
35,technician,married,tertiary,328,1,0,22,7,10.9,2 fois,missing,1,0,0
41,technician,single,tertiary,145,0,0,22,7,30.55,2 fois,missing,1,0,0
41,management,divorced,,465,1,0,22,7,25.13,1 fois,missing,1,0,0
28,blue-collar,married,secondary,751,1,0,22,7,9.97,3-6 fois,missing,1,0,0
26,services,married,secondary,-379,1,1,22,7,20.62,> 6 fois,missing,1,0,1
39,blue-collar,single,secondary,0,0,0,22,7,14.4,3-6 fois,missing,1,0,0
25,admin.,married,,349,1,0,22,7,17.28,> 6 fois,missing,1,0,0
37,admin.,married,secondary,1110,1,0,22,7,13.37,> 6 fois,missing,1,0,0
25,management,married,secondary,2228,1,0,23,7,12.57,1 fois,missing,1,0,0
46,management,divorced,tertiary,2166,1,0,23,7,14.5,1 fois,missing,1,0,0
25,blue-collar,single,secondary,-247,1,0,23,7,10.55,1 fois,missing,1,0,0
28,technician,single,tertiary,-123,0,1,23,7,11.5,1 fois,missing,1,0,0
33,services,divorced,secondary,44,0,1,23,7,8.82,1 fois,missing,1,0,0
32,management,single,secondary,131,1,1,23,7,19.2,2 fois,missing,1,0,1
32,blue-collar,married,secondary,476,1,0,23,7,15.93,> 6 fois,missing,1,0,0
47,technician,single,secondary,1101,1,0,23,7,15.95,3-6 fois,missing,1,0,0
50,entrepreneur,married,tertiary,-168,1,0,23,7,22.12,2 fois,missing,1,0,0
27,technician,married,secondary,-392,1,0,23,7,3.8,2 fois,missing,1,0,0
45,admin.,married,secondary,524,1,0,23,7,13.47,1 fois,missing,1,0,0
51,admin.,single,secondary,895,0,0,23,7,10.63,2 fois,missing,1,0,0
36,admin.,married,secondary,212,1,1,23,7,20.02,3-6 fois,missing,1,0,1
51,self-employed,married,secondary,95,1,0,23,7,21.82,3-6 fois,missing,1,0,0
33,services,single,tertiary,395,1,0,23,7,22.65,3-6 fois,missing,1,0,0
59,technician,married,secondary,135,1,1,23,7,6.93,3-6 fois,missing,1,0,1
38,entrepreneur,married,tertiary,0,0,0,23,7,8.87,2 fois,missing,1,0,0
40,services,married,secondary,471,1,0,24,7,7.17,3-6 fois,missing,1,0,0
51,blue-collar,married,primary,603,1,0,24,7,14.22,2 fois,missing,1,0,0
41,entrepreneur,single,secondary,663,0,0,24,7,20.07,1 fois,missing,1,0,0
38,entrepreneur,married,secondary,593,1,1,24,7,24.73,> 6 fois,missing,1,0,1
31,management,married,tertiary,1224,1,1,24,7,24.02,2 fois,missing,1,0,1
28,admin.,single,secondary,2,1,0,24,7,7.57,1 fois,missing,1,0,0
41,blue-collar,married,secondary,720,0,1,24,7,10.85,1 fois,missing,1,0,0
33,management,divorced,tertiary,990,1,0,24,7,24.85,2 fois,missing,1,0,0
25,student,single,secondary,1747,1,0,24,7,15.05,1 fois,missing,1,0,0
45,admin.,divorced,secondary,59,1,0,24,7,14.55,> 6 fois,missing,1,0,0
31,blue-collar,married,primary,33,1,0,24,7,15.02,2 fois,missing,1,0,0
28,services,single,secondary,340,1,0,24,7,13.68,2 fois,missing,1,0,0
49,technician,divorced,secondary,305,0,0,24,7,6.12,2 fois,missing,1,0,0
25,services,married,secondary,0,1,0,24,7,7.63,> 6 fois,missing,1,0,0
28,unemployed,single,tertiary,497,1,0,24,7,26.7,3-6 fois,missing,1,0,0
54,retired,married,secondary,1371,0,0,25,7,24.87,2 fois,missing,1,0,0
28,technician,single,tertiary,1628,1,0,25,7,23.7,2 fois,missing,1,0,0
27,technician,single,tertiary,372,1,1,25,7,12.13,2 fois,missing,1,0,1
49,blue-collar,single,primary,566,1,0,25,7,16.32,2 fois,missing,1,0,0
53,blue-collar,married,primary,343,1,0,25,7,10.27,3-6 fois,missing,1,0,0
26,technician,single,secondary,941,0,1,25,7,13.07,1 fois,missing,1,0,0
37,services,married,secondary,775,0,1,25,7,16.67,1 fois,missing,1,0,0
34,blue-collar,single,secondary,1759,0,1,25,7,11.58,1 fois,missing,1,0,0
51,retired,married,primary,1495,0,0,25,7,32.43,3-6 fois,missing,1,0,0
39,housemaid,married,secondary,1444,0,0,25,7,6.03,> 6 fois,missing,1,0,0
35,technician,single,tertiary,470,1,0,25,7,12.38,> 6 fois,missing,1,0,0
51,unemployed,married,primary,1162,1,0,25,7,33.58,1 fois,missing,1,0,0
30,management,single,tertiary,2,1,1,25,7,17.18,> 6 fois,missing,1,0,1
42,blue-collar,single,primary,1628,1,0,25,7,9.83,> 6 fois,missing,1,0,0
54,management,married,secondary,1134,1,0,25,7,22.17,3-6 fois,missing,1,0,0
51,blue-collar,married,primary,0,1,1,25,7,15.77,3-6 fois,missing,1,0,1
57,retired,divorced,primary,63,0,1,25,7,24.13,> 6 fois,missing,1,0,0
30,management,married,tertiary,1221,1,0,25,7,4.65,3-6 fois,missing,1,0,0
37,blue-collar,single,secondary,5024,0,1,25,7,11.02,3-6 fois,missing,1,0,0
39,technician,married,secondary,10685,1,0,25,7,22.82,> 6 fois,missing,1,0,0
35,technician,married,tertiary,1629,0,0,25,7,10.88,3-6 fois,missing,1,0,0
48,management,married,secondary,268,1,0,28,7,7.63,> 6 fois,missing,1,0,0
31,management,married,tertiary,0,1,1,28,7,11.07,> 6 fois,missing,1,0,1
35,self-employed,married,secondary,5613,1,0,28,7,11.65,3-6 fois,missing,1,0,0
48,housemaid,married,secondary,513,0,1,28,7,15.65,3-6 fois,missing,1,0,0
53,housemaid,married,primary,362,0,0,28,7,19.48,2 fois,missing,1,0,0
27,technician,single,secondary,3933,0,0,28,7,13.95,3-6 fois,missing,1,0,0
55,technician,married,secondary,3899,1,0,28,7,9.93,3-6 fois,missing,1,0,0
40,services,married,secondary,473,1,0,28,7,6.38,3-6 fois,missing,1,0,0
40,self-employed,single,tertiary,1616,0,0,28,7,16.82,> 6 fois,missing,1,0,0
38,blue-collar,divorced,secondary,1817,1,0,28,7,18.27,3-6 fois,missing,1,0,0
54,retired,single,secondary,129,0,1,28,7,14.45,2 fois,missing,1,0,0
54,technician,married,secondary,1938,0,1,28,7,9.18,3-6 fois,missing,1,0,0
50,admin.,single,secondary,133,0,0,28,7,14.83,3-6 fois,missing,1,0,0
48,management,divorced,tertiary,2263,0,0,29,7,14.57,2 fois,missing,1,0,0
41,services,married,,1538,0,0,29,7,11.83,2 fois,missing,1,0,0
51,blue-collar,divorced,primary,5,0,0,29,7,10.0,2 fois,missing,1,0,0
42,technician,single,tertiary,2625,0,0,29,7,41.93,2 fois,missing,1,0,0
58,retired,divorced,secondary,1080,1,0,29,7,17.63,2 fois,missing,1,0,0
47,unemployed,married,secondary,312,0,0,29,7,14.73,1 fois,missing,1,0,0
58,admin.,married,secondary,145,1,0,29,7,10.27,> 6 fois,missing,1,0,0
41,blue-collar,married,secondary,-190,0,1,29,7,13.47,3-6 fois,missing,1,0,0
50,admin.,married,secondary,2678,0,0,30,7,16.85,3-6 fois,missing,1,0,0
46,housemaid,married,secondary,271,1,0,30,7,16.88,> 6 fois,missing,1,0,0
44,blue-collar,married,secondary,0,0,0,30,7,11.4,2 fois,missing,1,0,0
36,services,married,secondary,0,0,0,30,7,14.05,2 fois,missing,1,0,0
58,management,divorced,secondary,3161,0,0,30,7,9.03,2 fois,missing,1,0,0
44,unemployed,single,primary,-4,0,1,30,7,13.13,2 fois,missing,1,0,0
49,entrepreneur,divorced,,-701,1,0,30,7,16.47,2 fois,missing,1,0,0
